title,url,type
De Rosa Idol Racing 500 Disc (Ultegra Di2) 2020,/de-rosa-idol-racing-500-disc-ultegra-di2-2020/rp-prod191773,road
De Rosa Idol Racing 500 Disc (Ultegra) 2020,/de-rosa-idol-racing-500-disc-ultegra-2020/rp-prod191772,road
De Rosa King XS Ultegra Road Bike 2018,/de-rosa-king-xs-ultegra-road-bike-2018/rp-prod166626,road
Felt VR2 DI2 Road Bike 2019,/felt-vr2-di2-road-bike-2019/rp-prod197156,road
Fuji Sportif 1.3 Disc Road Bike 2021,/fuji-sportif-1-3-disc-road-bike-2021/rp-prod201666,road
Fuji Sportif 1.5 Disc Road Bike 2020,/fuji-sportif-1-5-disc-road-bike-2020/rp-prod192480,road
Fuji Sportif 2.1 Road Bike 2021,/fuji-sportif-2-1-road-bike-2021/rp-prod201715,road
Kona Libre CR DL Adventure Road Bike 2021,/kona-libre-cr-dl-adventure-road-bike-2021/rp-prod200020,road
Kona Sultra ULTD Adventure Road Bike 2021,/kona-sultra-ultd-adventure-road-bike-2021/rp-prod200025,road
Kona Sutra Adventure Road Bike 2021,/kona-sutra-adventure-road-bike-2021/rp-prod200006,road
Kona Sutra LTD Adventure Road Bike 2021,/kona-sutra-ltd-adventure-road-bike-2021/rp-prod200014,road
Octane One Kode ADV Commuter Road Bike 2021,/octane-one-kode-adv-commuter-road-bike-2021/rp-prod179111,road
Orro Gold Road Bike (Tiagra) 2021,/orro-gold-road-bike-tiagra-2021/rp-prod199724,road
NEW!Orro Venturi STC Force eTap Airbeat Road Bike 2021,/orro-venturi-stc-force-etap-airbeat-road-bike-2021/rp-prod204106,road
Ridley Fenix SLA Disc Road Bike (Tiagra) 2021,/ridley-fenix-sla-disc-road-bike-tiagra-2021/rp-prod202301,road
Ridley Kanzo A Adventure Bike (Apex 1) 2021,/ridley-kanzo-a-adventure-bike-apex-1-2021/rp-prod199021,road
Vitus Razor Disc Road Bike (Claris) 2021,/vitus-razor-disc-road-bike-claris-2021/rp-prod195668,road
Vitus Razor Road Bike (Claris) 2021,/vitus-razor-road-bike-claris-2021/rp-prod195674,road
Vitus Razor VR Disc Road Bike (Sora) 2021,/vitus-razor-vr-disc-road-bike-sora-2021/rp-prod195673,road
Vitus Razor W Disc Road Bike (Claris) 2021,/vitus-razor-w-disc-road-bike-claris-2021/rp-prod195691,road
Vitus Razor W Road Bike (Claris) 2021,/vitus-razor-w-road-bike-claris-2021/rp-prod195665,road
Vitus Vitesse EVO CR Road Bike (105) 2020,/vitus-vitesse-evo-cr-road-bike-105-2020/rp-prod183555,road
Vitus Vitesse EVO CR Road Bike (105) 2021,/vitus-vitesse-evo-cr-road-bike-105-2021/rp-prod195723,road
Vitus Vitesse EVO CRS Di2 Road Bike (Ultegra) 2021,/vitus-vitesse-evo-crs-di2-road-bike-ultegra-2021/rp-prod195813,road
Vitus Vitesse EVO CRS eTap AXS Road Bike 2021,/vitus-vitesse-evo-crs-etap-axs-road-bike-2021/rp-prod195818,road
Vitus Vitesse EVO CRS Road Bike (Ultegra) 2021,/vitus-vitesse-evo-crs-road-bike-ultegra-2021/rp-prod195822,road
Vitus Vitesse EVO CRX eTap AXS Road Bike (Red) 2021,/vitus-vitesse-evo-crx-etap-axs-road-bike-red-2021/rp-prod195094,road
Vitus Vitesse EVO CRX eTap Road Bike (Red) 2020,/vitus-vitesse-evo-crx-etap-road-bike-red-2020/rp-prod183344,road
Vitus Zenium CR Road Bike (105) 2020,/vitus-zenium-cr-road-bike-105-2020/rp-prod183565,road
Vitus Zenium CR Road Bike (105) 2021,/vitus-zenium-cr-road-bike-105-2021/rp-prod195711,road
Vitus Zenium CRS Di2 Road Bike (Ultegra Di2) 2021,/vitus-zenium-crs-di2-road-bike-ultegra-di2-2021/rp-prod195687,road
Vitus Zenium CRS Road Bike (Ultegra) 2021,/vitus-zenium-crs-road-bike-ultegra-2021/rp-prod195690,road
Vitus Zenium CRW Road Bike (105) 2021,/vitus-zenium-crw-road-bike-105-2021/rp-prod195686,road
Vitus Zenium Road Bike (Tiagra) 2021,/vitus-zenium-road-bike-tiagra-2021/rp-prod195706,road
Vitus ZX1 CR Road Bike (105) 2020,/vitus-zx1-cr-road-bike-105-2020/rp-prod183345,road
Zannata Z25 Road Bike 2020,/zannata-z25-road-bike-2020/rp-prod200921,road
